Generación estimada de residuos peligrosos por tipo de residuo competencia de ASEA,,,,,,,,,,,,,,
ID Entidad Federaativa,Entidad federativa,Municipio,Año,Subsector,Categoría de generador,Categoría del residuo,Tipo de residuo,Generación estimada,,,,,,
9,Ciudad de México,Sin Dato,2018,Petrolifero,Pequeno generador,Lodos Contaminados con Hidrocarburos,Lodos de tanques de almacenamiento de hidrocarburos,"43,82",,,,,,
9,Ciudad de México,Sin Dato,2018,Petrolifero,Pequeno generador,Pilas o Baterias con Litio o Cadmio,Pilas Niquel-Cadmio,0,,,,,,
9,Ciudad de México,Sin Dato,2018,Petrolifero,Pequeno generador,Solidos contaminados con hidrocarburos diversos,"Filtros, mangueras, envases, botes, cubetas, contenedores, trapos, guantes, carton, aserrin, material absorbente,Estopas y trapos impregnados con combustible, Envases vacios impregnados de aceite","26,96",,,,,,
9,Ciudad de México,Sin Dato,2018,Petrolifero,Pequeno generador,Solventes Gastados,Residuos de solventes,"0,13",,,,,,
9,Ciudad de México,Sin Dato,2019,Petrolifero,Microgenerador,Aceites gastados,hidraulicos,0,,,,,,
9,Ciudad de México,Sin Dato,2019,Petrolifero,Microgenerador,Aceites gastados,Lubricantes,0,,,,,,
9,Ciudad de México,Sin Dato,2019,Petrolifero,Microgenerador,"Baterias, celdas y pilas",Pilas alcalinas,"0,0075",,,,,,
9,Ciudad de México,Sin Dato,2019,Petrolifero,Microgenerador,Lodos,Lodos procedentes de trampas de grasas e hidrocarburos,"0,273",,,,,,
9,Ciudad de México,Sin Dato,2019,Petrolifero,Microgenerador,Residuos solidos,"Estopa, trapo, plásticos, cartón, madera, brochas, papel, cepillo, etc., impregnados con pinturas, grasas, aceites, hidrocarburos","0,291",,,,,,
9,Ciudad de México,Sin Dato,2019,Petrolifero,Microgenerador,Residuos solidos,Filtro de aire o de aceite contaminados,"0,015",,,,,,
9,Ciudad de México,Sin Dato,2019,Petrolifero,Microgenerador,Residuos solidos,Lámpara fluorescentes,0,,,,,,
9,Ciudad de México,Sin Dato,2019,Petrolifero,Microgenerador,"Gasolina, Diesel y Naftas gastados o sucios provenientes de Estaciones de Servicio y Talleres Automotrices","Gasolina, Diesel y Naftas gastados o sucios provenientes de Estaciones de Servicio y Talleres Automotrices","0,05",,,,,,
9,Ciudad de México,Sin Dato,2019,Petrolifero,Microgenerador,Liquidos residuales de proceso no corrosivos,"Agua contaminada con hidrocarburos, combustibles, aceite o grasa","0,02",,,,,,
9,Ciudad de México,Sin Dato,2019,Petrolifero,Pequeno Generador,Aceites gastados,hidraulicos,"0,0123",,,,,,
9,Ciudad de México,Sin Dato,2019,Petrolifero,Pequeno Generador,"Baterias, celdas y pilas",Pilas alcalinas,0,,,,,,
9,Ciudad de México,Sin Dato,2019,Petrolifero,Pequeno Generador,"Baterias, celdas y pilas",Pilas o baterias de Niquel - Cadmio,0,,,,,,
9,Ciudad de México,Sin Dato,2019,Petrolifero,Pequeno Generador,"Gasolina, diesel y naftas gastados o sucios provenientes de estaciónes de servicio y talleres automotrices","Gasolina, diesel y naftas gastados o sucios provenientes de estaciones de servicio y talleres automotrices",0,,,,,,
9,Ciudad de México,Sin Dato,2019,Petrolifero,Pequeno Generador,Liquidos de proceso,Liquidos con residuos de hidrocarburos,0,,,,,,
9,Ciudad de México,Sin Dato,2019,Petrolifero,Pequeno Generador,Lodos,Lodos procedentes de trampas de grasas e hidrocarburos,"1,515",,,,,,
9,Ciudad de México,Sin Dato,2019,Petrolifero,Pequeno Generador,Residuos solidos,"Botes o recipientes que contuvieron contaminantes diversos, latas de pintura, aerosoles 
",0,,,,,,
9,Ciudad de México,Sin Dato,2019,Petrolifero,Pequeno Generador,Residuos solidos,"Estopa, trapo, plásticos, cartón, madera, brochas, papel, cepillo, etc., impregnados con pinturas, grasas, aceites, hidrocarburos","0,121",,,,,,
9,Ciudad de México,Sin Dato,2019,Petrolifero,Pequeno Generador,Residuos solidos,Filtro de aire o de aceite contaminados,"0,06",,,,,,
9,Ciudad de México,Sin Dato,2019,Petrolifero,Pequeno Generador,Residuos solidos,Lámpara fluorescentes,0,,,,,,
9,Ciudad de México,Sin Dato,2019,Petrolifero,Pequeno Generador,Solventes,Residuos de solventes,0,,,,,,
9,Ciudad de México,Sin Dato,2020,Petrolifero,Microgenerador,Lodos,Lodos aceitosos,"2,51524",,,,,,
9,Ciudad de México,Sin Dato,2020,Petrolifero,Microgenerador,Residuos sólidos,"Estopa, trapo, plásticos, cartón, madera, brochas, papel, cepillo, etc., impregnados con pinturas, grasas, aceites, hidrocarburos","2,13447",,,,,,
9,Ciudad de México,Sin Dato,2020,Petrolifero,Pequeno Generador,Aceites lubricantes,Aceites gastados lubricantes,"0,008",,,,,,
9,Ciudad de México,Sin Dato,2020,Petrolifero,Pequeno Generador,Lodos,Lodos aceitosos,"15,779",,,,,,
9,Ciudad de México,Sin Dato,2020,Petrolifero,Pequeno Generador,Residuos sólidos,"Estopa, trapo, plásticos, cartón, madera, brochas, papel, cepillo, etc., impregnados con pinturas, grasas, aceites, hidrocarburos","10,11294",,,,,,
9,Ciudad de México,Sin Dato,2021,Petrolifero,Microgenerador,Residuos solidos,"Estopa, trapo, plásticos, cartón, madera, brochas, papel, cepillo, etc., impregnados con pinturas, grasas, aceites, hidrocarburos","2,13",,,,,,
9,Ciudad de México,Sin Dato,2021,Petrolifero,Microgenerador,Lodos,"Lodos aceitosos 
","2,52",,,,,,
9,Ciudad de México,Sin Dato,2021,Petrolifero,Pequeno Generador,Aceites gastados,Lubricantes,"0,01",,,,,,
9,Ciudad de México,Sin Dato,2021,Petrolifero,Pequeno Generador,Residuos solidos,"Estopa, trapo, plásticos, cartón, madera, brochas, papel, cepillo, etc., impregnados con pinturas, grasas, aceites, hidrocarburos","10,11",,,,,,
9,Ciudad de México,Sin Dato,2021,Petrolifero,Pequeno Generador,Lodos,"Lodos aceitosos 
","15,78",,,,,,
9,Ciudad de México,Coyoacán,2022,Petrolífero,Pequeño Generador,Lodos,"Lodos aceitosos 
","0,88",,,,,,
9,Ciudad de México,Coyoacán,2022,Petrolífero,Pequeño Generador,Residuos sólidos,"Estopa, trapo, plásticos, cartón, madera, brochas, papel, cepillo, etc., impregnados con pinturas, grasas, aceites, hidrocarburos","0,46",,,,,,
9,Ciudad de México,Cuajimalpa de Morelos,2022,Petrolífero,Pequeño Generador,Lodos,"Lodos aceitosos 
","0,89",,,,,,
9,Ciudad de México,Cuajimalpa de Morelos,2022,Petrolífero,Pequeño Generador,Residuos sólidos,"Estopa, trapo, plásticos, cartón, madera, brochas, papel, cepillo, etc., impregnados con pinturas, grasas, aceites, hidrocarburos","0,46",,,,,,
9,Ciudad de México,Gustavo A. Madero,2022,Petrolífero,Pequeño Generador,Lodos,"Lodos aceitosos 
","0,50",,,,,,
9,Ciudad de México,Gustavo A. Madero,2022,Petrolífero,Pequeño Generador,Residuos sólidos,"Estopa, trapo, plásticos, cartón, madera, brochas, papel, cepillo, etc., impregnados con pinturas, grasas, aceites, hidrocarburos","0,20",,,,,,
9,Ciudad de México,Iztapalapa,2022,Petrolífero,Microgenerador,Lodos,"Lodos aceitosos 
","0,20",,,,,,
9,Ciudad de México,Iztapalapa,2022,Petrolífero,Microgenerador,Residuos sólidos,"Estopa, trapo, plásticos, cartón, madera, brochas, papel, cepillo, etc., impregnados con pinturas, grasas, aceites, hidrocarburos","0,19",,,,,,
9,Ciudad de México,Iztapalapa,2022,Petrolífero,Pequeño Generador,Lodos,"Lodos aceitosos 
","0,36",,,,,,
9,Ciudad de México,Iztapalapa,2022,Petrolífero,Pequeño Generador,Residuos sólidos,"Estopa, trapo, plásticos, cartón, madera, brochas, papel, cepillo, etc., impregnados con pinturas, grasas, aceites, hidrocarburos","0,10",,,,,,
9,Ciudad de México,Cuauhtémoc,2022,Petrolífero,Microgenerador,Lodos,"Lodos aceitosos 
","0,41",,,,,,
9,Ciudad de México,Cuauhtémoc,2022,Petrolífero,Microgenerador,Residuos sólidos,"Estopa, trapo, plásticos, cartón, madera, brochas, papel, cepillo, etc., impregnados con pinturas, grasas, aceites, hidrocarburos","0,36",,,,,,
9,Ciudad de México,Miguel Hidalgo,2022,Petrolífero,Pequeño Generador,Lodos,"Lodos aceitosos 
","0,86",,,,,,
9,Ciudad de México,Miguel Hidalgo,2022,Petrolífero,Pequeño Generador,Residuos sólidos,"Estopa, trapo, plásticos, cartón, madera, brochas, papel, cepillo, etc., impregnados con pinturas, grasas, aceites, hidrocarburos","0,21",,,,,,
9,Ciudad de México,Venustiano Carranza,2022,Petrolífero,Microgenerador,Aceites gastados,Lubricantes,"0,00",,,,,,
9,Ciudad de México,Venustiano Carranza,2022,Petrolífero,Microgenerador,Residuos sólidos,"Estopa, trapo, plásticos, cartón, madera, brochas, papel, cepillo, etc., impregnados con pinturas, grasas, aceites, hidrocarburos","0,01",,,,,,
9,Ciudad de México,Venustiano Carranza,2022,Petrolífero,Microgenerador,Residuos sólidos,"Lámparas fluorescentes, lámparas de vapor de mercurio","0,00",,,,,,
5,Coahuila de Zaragoza,Sin Dato,2020,Petrolifero,Microgenerador,Aceites lubricantes,Aceites gastados lubricantes,"0,4616",,,,,,
5,Coahuila de Zaragoza,Sin Dato,2020,Petrolifero,Microgenerador,Líquidos de proceso,Aguas aceitosas,"0,564",,,,,,
5,Coahuila de Zaragoza,Sin Dato,2020,Petrolifero,Microgenerador,"Baterias, pilas y balastras","Baterias, pilas y balastras","0,74",,,,,,
5,Coahuila de Zaragoza,Sin Dato,2020,Petrolifero,Microgenerador,"Gasollina, diésel y naftas gastados","Gasollina, diésel y naftas gastados","0,005",,,,,,
5,Coahuila de Zaragoza,Sin Dato,2020,Petrolifero,Microgenerador,Lámparas fluorescentes y de vapor de mercurio,Lámparas fluorescentes y de vapor de mercurio,"0,03755",,,,,,
5,Coahuila de Zaragoza,Sin Dato,2020,Petrolifero,Microgenerador,Lodos,Lodos aceitosos,"3,09375",,,,,,
5,Coahuila de Zaragoza,Sin Dato,2020,Petrolifero,Microgenerador,Natas de pintura,Natas de pintura,"0,221",,,,,,
5,Coahuila de Zaragoza,Sin Dato,2020,Petrolifero,Microgenerador,Residuos sólidos,"Estopa, trapo, plásticos, cartón, madera, brochas, papel, cepillo, etc., impregnados con pinturas, grasas, aceites, hidrocarburos","3,7144",,,,,,
5,Coahuila de Zaragoza,Sin Dato,2020,Petrolifero,Pequeno Generador,Aceites hidraúlicos,Aceites gastados hidráulicos,"0,1",,,,,,
5,Coahuila de Zaragoza,Sin Dato,2020,Petrolifero,Pequeno Generador,Aceites lubricantes,Aceites gastados lubricantes,"11,1844",,,,,,
5,Coahuila de Zaragoza,Sin Dato,2020,Petrolifero,Pequeno Generador,Líquidos de proceso,Aguas aceitosas,"59,2445",,,,,,
5,Coahuila de Zaragoza,Sin Dato,2020,Petrolifero,Pequeno Generador,"Baterias, pilas y balastras","Baterias, pilas y balastras","6,272",,,,,,
5,Coahuila de Zaragoza,Sin Dato,2020,Petrolifero,Pequeno Generador,"Gasollina, diésel y naftas gastados","Gasollina, diésel y naftas gastados","1,22",,,,,,
5,Coahuila de Zaragoza,Sin Dato,2020,Petrolifero,Pequeno Generador,Lámparas fluorescentes y de vapor de mercurio,Lámparas fluorescentes y de vapor de mercurio,"0,1047",,,,,,
5,Coahuila de Zaragoza,Sin Dato,2020,Petrolifero,Pequeno Generador,Lodos,Lodos aceitosos,"4,6",,,,,,
5,Coahuila de Zaragoza,Sin Dato,2020,Petrolifero,Pequeno Generador,Natas de pintura,Natas de pintura,"2,075",,,,,,
5,Coahuila de Zaragoza,Sin Dato,2020,Petrolifero,Pequeno Generador,Residuos sólidos,"Estopa, trapo, plásticos, cartón, madera, brochas, papel, cepillo, etc., impregnados con pinturas, grasas, aceites, hidrocarburos","33,84313",,,,,,
5,Coahuila de Zaragoza,Acuña,2022,Petrolífero,Microgenerador,Aceites gastados,Lubricantes,"0,01",,,,,,
5,Coahuila de Zaragoza,Acuña,2022,Petrolífero,Microgenerador,Otros,Otros residuos,"0,00",,,,,,
5,Coahuila de Zaragoza,Acuña,2022,Petrolífero,Microgenerador,Residuos sólidos,Otros sólidos,"0,00",,,,,,
5,Coahuila de Zaragoza,Acuña,2022,Petrolífero,Microgenerador,Residuos sólidos,Otros sólidos,"0,01",,,,,,
5,Coahuila de Zaragoza,Acuña,2022,Petrolífero,Microgenerador,Residuos sólidos,Otros sólidos,"0,01",,,,,,
5,Coahuila de Zaragoza,Monclova,2022,Petrolero,Microgenerador,Aceites gastados,Lubricantes,"0,01",,,,,,
5,Coahuila de Zaragoza,Monclova,2022,Petrolero,Microgenerador,Otros,Otros residuos,"0,00",,,,,,
5,Coahuila de Zaragoza,Monclova,2022,Petrolero,Microgenerador,Residuos sólidos,Otros sólidos,"0,00",,,,,,
5,Coahuila de Zaragoza,Monclova,2022,Petrolero,Microgenerador,Residuos sólidos,Otros sólidos,"0,01",,,,,,
5,Coahuila de Zaragoza,Monclova,2022,Petrolero,Microgenerador,Residuos sólidos,Otros sólidos,"0,01",,,,,,
5,Coahuila de Zaragoza,Sin Dato,2017,Petrolero,Microgenerador,Aceites gastados,Hidraulicos,"0,06",,,,,,
5,Coahuila de Zaragoza,Sin Dato,2017,Petrolero,Microgenerador,Liquidos de proceso,"Agua contaminada con hidrocarburos, combustibles, aceite o grasa","0,74",,,,,,
5,Coahuila de Zaragoza,Sin Dato,2017,Petrolero,Microgenerador,Lodos,"Lodos residuales de proceso, de tratamiento de aguas residuales","0,11",,,,,,
5,Coahuila de Zaragoza,Sin Dato,2017,Petrolero,Microgenerador,Lodos aceitosos,"Con contaminacion de hidrocarburos, combustibles, aceite","6,48",,,,,,
5,Coahuila de Zaragoza,Sin Dato,2017,Petrolero,Microgenerador,Residuos solidos,"Botes o recipientes que contuvieron contaminantes diversos, latas de pintura, aerosoles 
","0,07",,,,,,
5,Coahuila de Zaragoza,Sin Dato,2017,Petrolero,Microgenerador,Residuos solidos,"Estopa, trapo, plasticos, carton, madera, brochas, papel, cepillo, etc., impregnados con pinturas, grasas, aceites, hidrocarburos","2,54",,,,,,
5,Coahuila de Zaragoza,Sin Dato,2017,Petrolero,Pequeno Generador,Aceites gastados,Lubricantes,"2,18",,,,,,
5,Coahuila de Zaragoza,Sin Dato,2017,Petrolero,Pequeno Generador,"Gasolina, diesel y naftas gastados o sucios provenientes de estaciónes de servicio y talleres automotrices","Mezclas de combustibles sucios, mezclas de hidrocarburos, naftas","4,8",,,,,,
5,Coahuila de Zaragoza,Sin Dato,2017,Petrolero,Pequeno Generador,Liquidos de proceso,"Agua contaminada con hidrocarburos, combustibles, aceite o grasa","182,2",,,,,,
5,Coahuila de Zaragoza,Sin Dato,2017,Petrolero,Pequeno Generador,Lodos,"Lodos provenientes de tanques de almacenaniento 
","1,64",,,,,,
5,Coahuila de Zaragoza,Sin Dato,2017,Petrolero,Pequeno Generador,Lodos aceitosos,"Con contaminacion de hidrocarburos, combustibles, aceite","6,08",,,,,,
5,Coahuila de Zaragoza,Sin Dato,2017,Petrolero,Pequeno Generador,Residuos solidos,"Estopa, trapo, plasticos, carton, madera, brochas, papel, cepillo, etc., impregnados con pinturas, grasas, aceites, hidrocarburos","16,93",,,,,,
5,Coahuila de Zaragoza,Sin Dato,2018,Petrolifero,Microgenerador,Aceites gastados (Hidraulicos),Aceite gastado hidraulico,"0,03",,,,,,
5,Coahuila de Zaragoza,Sin Dato,2018,Petrolifero,Microgenerador,Aceites gastados (Lubricantes),Aceites gastados lubricantes,"0,03",,,,,,
5,Coahuila de Zaragoza,Sin Dato,2018,Petrolifero,Microgenerador,Lamparas fluorescentes y de vapor de mercurio,Lamparas fluorescentes y de vapor de mercurio,"0,09",,,,,,
5,Coahuila de Zaragoza,Sin Dato,2018,Petrolifero,Microgenerador,Liquidos residuales de proceso no corrosivos,Agua con hidrocaruros,"0,34",,,,,,
5,Coahuila de Zaragoza,Sin Dato,2018,Petrolifero,Microgenerador,Lodos Contaminados con Hidrocarburos,Lodos de tanques de almacenamiento de hidrocarburos,"4,49",,,,,,
5,Coahuila de Zaragoza,Sin Dato,2018,Petrolifero,Microgenerador,Pilas o Baterias con Litio o Cadmio,Pilas Niquel-Cadmio,"0,12",,,,,,
5,Coahuila de Zaragoza,Sin Dato,2018,Petrolifero,Microgenerador,Solidos contaminados con hidrocarburos diversos,"Filtros, mangueras, envases, botes, cubetas, contenedores, trapos, guantes, carton, aserrin, material absorbente,Estopas y trapos impregnados con combustible, Envases vacios impregnados de aceite","2,62",,,,,,
5,Coahuila de Zaragoza,Sin Dato,2018,Petrolifero,Pequeno generador,Aceites gastados (Lubricantes),Aceites gastados lubricantes,"5,08",,,,,,
5,Coahuila de Zaragoza,Sin Dato,2018,Petrolifero,Pequeno generador,Aceites gastados (Hidraulicos),Aceite gastado hidraulico,6,,,,,,
5,Coahuila de Zaragoza,Sin Dato,2018,Petrolifero,Pequeno generador,Baterias alcalinas,Pilas alcalinas,"0,21",,,,,,
5,Coahuila de Zaragoza,Sin Dato,2018,Petrolifero,Pequeno generador,Filtro de aire o aceite contaminados,Filtros de aire usados,"2,36",,,,,,
5,Coahuila de Zaragoza,Sin Dato,2018,Petrolifero,Pequeno generador,Lamparas fluorescentes y de vapor de mercurio,Lamparas fluorescentes y de vapor de mercurio,"1,75",,,,,,
5,Coahuila de Zaragoza,Sin Dato,2018,Petrolifero,Pequeno generador,Liquidos residuales de proceso no corrosivos,Agua con hidrocaruros,"264,5",,,,,,
5,Coahuila de Zaragoza,Sin Dato,2018,Petrolifero,Pequeno generador,Lodos Contaminados con Hidrocarburos,Lodos de tanques de almacenamiento de hidrocarburos,"100,71",,,,,,
5,Coahuila de Zaragoza,Sin Dato,2018,Petrolifero,Pequeno generador,Pilas o Baterias con Litio o Cadmio,Pilas Niquel-Cadmio,"0,3",,,,,,
5,Coahuila de Zaragoza,Sin Dato,2018,Petrolifero,Pequeno generador,Solidos contaminados con hidrocarburos diversos,"Filtros, mangueras, envases, botes, cubetas, contenedores, trapos, guantes, carton, aserrin, material absorbente,Estopas y trapos impregnados con combustible, Envases vacios impregnados de aceite","40,21",,,,,,
5,Coahuila de Zaragoza,Sin Dato,2019,Petrolifero,Microgenerador,Aceites gastados,hidraulicos,0,,,,,,
5,Coahuila de Zaragoza,Sin Dato,2019,Petrolifero,Microgenerador,Aceites gastados,Lubricantes,0,,,,,,
5,Coahuila de Zaragoza,Sin Dato,2019,Petrolifero,Microgenerador,"Baterias, celdas y pilas",Pilas o baterias de Niquel - Cadmio,0,,,,,,
5,Coahuila de Zaragoza,Sin Dato,2019,Petrolifero,Microgenerador,Liquidos de proceso,Liquidos con residuos de hidrocarburos,0,,,,,,
5,Coahuila de Zaragoza,Sin Dato,2019,Petrolifero,Microgenerador,Lodos,Lodos procedentes de trampas de grasas e hidrocarburos,0,,,,,,
5,Coahuila de Zaragoza,Sin Dato,2019,Petrolifero,Microgenerador,Residuos solidos,"Estopa, trapo, plásticos, cartón, madera, brochas, papel, cepillo, etc., impregnados con pinturas, grasas, aceites, hidrocarburos",0,,,,,,
5,Coahuila de Zaragoza,Sin Dato,2019,Petrolifero,Microgenerador,Residuos solidos,Lámpara fluorescentes,0,,,,,,
5,Coahuila de Zaragoza,Sin Dato,2019,Petrolifero,Pequeno Generador,Aceites gastados,hidraulicos,0,,,,,,
5,Coahuila de Zaragoza,Sin Dato,2019,Petrolifero,Pequeno Generador,Aceites gastados,Lubricantes,0,,,,,,
5,Coahuila de Zaragoza,Sin Dato,2019,Petrolifero,Pequeno Generador,"Baterias, celdas y pilas",Pilas alcalinas,0,,,,,,
5,Coahuila de Zaragoza,Sin Dato,2019,Petrolifero,Pequeno Generador,"Baterias, celdas y pilas",Pilas o baterias de Niquel - Cadmio,0,,,,,,
5,Coahuila de Zaragoza,Sin Dato,2019,Petrolifero,Pequeno Generador,Liquidos de proceso,Liquidos con residuos de hidrocarburos,0,,,,,,
5,Coahuila de Zaragoza,Sin Dato,2019,Petrolifero,Pequeno Generador,Lodos,Lodos procedentes de trampas de grasas e hidrocarburos,"66,9",,,,,,
5,Coahuila de Zaragoza,Sin Dato,2019,Petrolifero,Pequeno Generador,Residuos solidos,"Estopa, trapo, plásticos, cartón, madera, brochas, papel, cepillo, etc., impregnados con pinturas, grasas, aceites, hidrocarburos","5,4982",,,,,,
5,Coahuila de Zaragoza,Sin Dato,2019,Petrolifero,Pequeno Generador,Residuos solidos,Filtro de aire o de aceite contaminados,0,,,,,,
5,Coahuila de Zaragoza,Sin Dato,2019,Petrolifero,Pequeno Generador,Residuos solidos,Lámpara fluorescentes,0,,,,,,
5,Coahuila de Zaragoza,Sin Dato,2021,Petrolifero,Microgenerador,Aceites gastados,Lubricantes,"0,46",,,,,,
5,Coahuila de Zaragoza,Sin Dato,2021,Petrolifero,Microgenerador,"baterias, celdas y pilas","Baterias, pilas y balastras","0,74",,,,,,
5,Coahuila de Zaragoza,Sin Dato,2021,Petrolifero,Microgenerador,"Gasolina, diésel y naftas gastados o sucios provenientes de estaciones de servicio y talleres automotrices","Gasolina, diesel y naftas gastados o sucios","0,01",,,,,,
5,Coahuila de Zaragoza,Sin Dato,2021,Petrolifero,Microgenerador,Otros,"Agua oleosa, agua contaminada","0,56",,,,,,
5,Coahuila de Zaragoza,Sin Dato,2021,Petrolifero,Microgenerador,Pinturas y productos relacionados,"Residuos de pinturas, pinturas caducadas","0,22",,,,,,
5,Coahuila de Zaragoza,Sin Dato,2021,Petrolifero,Microgenerador,Residuos solidos,"Estopa, trapo, plásticos, cartón, madera, brochas, papel, cepillo, etc., impregnados con pinturas, grasas, aceites, hidrocarburos","3,71",,,,,,
5,Coahuila de Zaragoza,Sin Dato,2021,Petrolifero,Microgenerador,Residuos solidos,"Lámparas fluorescentes, lámparas de vapor de mercurio","0,04",,,,,,
5,Coahuila de Zaragoza,Sin Dato,2021,Petrolifero,Microgenerador,Lodos,"Lodos aceitosos 
","3,09",,,,,,
5,Coahuila de Zaragoza,Sin Dato,2021,Petrolifero,Pequeno Generador,Aceites gastados,hidraulicos,"0,1",,,,,,
5,Coahuila de Zaragoza,Sin Dato,2021,Petrolifero,Pequeno Generador,Aceites gastados,Lubricantes,"11,18",,,,,,
5,Coahuila de Zaragoza,Sin Dato,2021,Petrolifero,Pequeno Generador,"baterias, celdas y pilas","Baterias, pilas y balastras","6,27",,,,,,
5,Coahuila de Zaragoza,Sin Dato,2021,Petrolifero,Pequeno Generador,"Gasolina, diésel y naftas gastados o sucios provenientes de estaciones de servicio y talleres automotrices","Gasolina, diesel y naftas gastados o sucios","1,22",,,,,,
5,Coahuila de Zaragoza,Sin Dato,2021,Petrolifero,Pequeno Generador,Otros,"Agua oleosa, agua contaminada","59,24",,,,,,
5,Coahuila de Zaragoza,Sin Dato,2021,Petrolifero,Pequeno Generador,Pinturas y productos relacionados,"Residuos de pinturas, pinturas caducadas","2,08",,,,,,
5,Coahuila de Zaragoza,Sin Dato,2021,Petrolifero,Pequeno Generador,Residuos solidos,"Estopa, trapo, plásticos, cartón, madera, brochas, papel, cepillo, etc., impregnados con pinturas, grasas, aceites, hidrocarburos","33,84",,,,,,
5,Coahuila de Zaragoza,Sin Dato,2021,Petrolifero,Pequeno Generador,Residuos solidos,"Lámparas fluorescentes, lámparas de vapor de mercurio","0,1",,,,,,
5,Coahuila de Zaragoza,Sin Dato,2021,Petrolifero,Pequeno Generador,Lodos,"Lodos aceitosos 
","4,6",,,,,,
6,Colima,Sin Dato,2017,Petrolero,Microgenerador,"Gasolina, diesel y naftas gastados o sucios provenientes de estaciónes de servicio y talleres automotrices","Mezclas de combustibles sucios, mezclas de hidrocarburos, naftas","0,06",,,,,,
6,Colima,Sin Dato,2017,Petrolero,Microgenerador,Lodos,"Lodos provenientes de tanques de almacenaniento 
","0,06",,,,,,
6,Colima,Sin Dato,2017,Petrolero,Microgenerador,Lodos aceitosos,"Con contaminacion de hidrocarburos, combustibles, aceite","0,06",,,,,,
6,Colima,Sin Dato,2017,Petrolero,Microgenerador,Lodos aceitosos,Otros lodos,"0,4",,,,,,
6,Colima,Sin Dato,2017,Petrolero,Microgenerador,Residuos solidos,"Botes o recipientes que contuvieron contaminantes diversos, latas de pintura, aerosoles 
","0,06",,,,,,
6,Colima,Sin Dato,2017,Petrolero,Microgenerador,Residuos solidos,"Estopa, trapo, plasticos, carton, madera, brochas, papel, cepillo, etc., impregnados con pinturas, grasas, aceites, hidrocarburos","0,36",,,,,,
6,Colima,Sin Dato,2017,Petrolero,Pequeno Generador,Liquidos de proceso,No corrosivos,"0,18",,,,,,
6,Colima,Sin Dato,2017,Petrolero,Pequeno Generador,Lodos,"Lodos provenientes de tanques de almacenaniento 
","0,02",,,,,,
6,Colima,Sin Dato,2017,Petrolero,Pequeno Generador,Lodos aceitosos,"Con contaminacion de hidrocarburos, combustibles, aceite","1,58",,,,,,
6,Colima,Sin Dato,2017,Petrolero,Pequeno Generador,Residuos solidos,"Botes o recipientes que contuvieron contaminantes diversos, latas de pintura, aerosoles 
","0,02",,,,,,
6,Colima,Sin Dato,2018,Petrolifero,Microgenerador,Lamparas fluorescentes y de vapor de mercurio,Lamparas fluorescentes y de vapor de mercurio,"0,08",,,,,,
6,Colima,Sin Dato,2018,Petrolifero,Microgenerador,Liquidos residuales de proceso no corrosivos,Agua con hidrocaruros,"0,15",,,,,,
6,Colima,Sin Dato,2018,Petrolifero,Microgenerador,Solidos contaminados con hidrocarburos diversos,"Filtros, mangueras, envases, botes, cubetas, contenedores, trapos, guantes, carton, aserrin, material absorbente,Estopas y trapos impregnados con combustible, Envases vacios impregnados de aceite","6,29",,,,,,
6,Colima,Sin Dato,2018,Petrolifero,Pequeno generador,Aceites gastados (Lubricantes),Aceites gastados lubricantes,1,,,,,,
6,Colima,Sin Dato,2018,Petrolifero,Pequeno generador,Baterias alcalinas,Pilas alcalinas,"0,01",,,,,,
6,Colima,Sin Dato,2018,Petrolifero,Pequeno generador,Filtro de aire o aceite contaminados,Filtros de aire usados,"0,45",,,,,,
6,Colima,Sin Dato,2018,Petrolifero,Pequeno generador,Lamparas fluorescentes y de vapor de mercurio,Lamparas fluorescentes y de vapor de mercurio,"0,01",,,,,,
6,Colima,Sin Dato,2018,Petrolifero,Pequeno generador,Liquidos residuales de proceso no corrosivos,Agua con hidrocaruros,"0,3",,,,,,
6,Colima,Sin Dato,2018,Petrolifero,Pequeno generador,Lodos Contaminados con Hidrocarburo,Lodos de tanques de almacenamiento de hidrocarburos,"33,55",,,,,,
6,Colima,Sin Dato,2018,Petrolifero,Pequeno generador,Pilas o Baterias con Litio o Cadmio,Pilas Niquel-Cadmio,"0,05",,,,,,
6,Colima,Sin Dato,2018,Petrolifero,Pequeno generador,Solidos contaminados con hidrocarburos diversos,"Filtros, mangueras, envases, botes, cubetas, contenedores, trapos, guantes, carton, aserrin, material absorbente,Estopas y trapos impregnados con combustible, Envases vacios impregnados de aceite","2,05",,,,,,
6,Colima,Sin Dato,2019,Petrolifero,Microgenerador,Liquidos de proceso,Liquidos con residuos de hidrocarburos,0,,,,,,
6,Colima,Sin Dato,2019,Petrolifero,Microgenerador,Residuos solidos,"Estopa, trapo, plásticos, cartón, madera, brochas, papel, cepillo, etc., impregnados con pinturas, grasas, aceites, hidrocarburos",0,,,,,,
6,Colima,Sin Dato,2019,Petrolifero,Microgenerador,Residuos solidos,Lámpara fluorescentes,0,,,,,,
6,Colima,Sin Dato,2019,Petrolifero,Pequeno Generador,Aceites gastados,Lubricantes,0,,,,,,
6,Colima,Sin Dato,2019,Petrolifero,Pequeno Generador,"Baterias, celdas y pilas",Pilas alcalinas,0,,,,,,
