id_ent_fed,ent_fed,anio,subsector,categoria_generador,categoria_residuo,type_residuo,generacion_estimada_ton_anio
11,guanajuato,2017,petroleo y petroquimica,pequeno generador,lodos aceitosos,"con contaminacion de hidrocarburos, combustibles, aceite",4.0
11,guanajuato,2017,petroleo y petroquimica,pequeno generador,residuos solidos,"botes o recipientes que contuvieron contaminantes diversos, latas de pintura, aerosoles",0.5
11,guanajuato,2017,petroleo y petroquimica,pequeno generador,residuos solidos,"estopa, trapo, plasticos, carton, madera, brochas, papel, cepillo, etc., impregnados con pinturas, grasas, aceites, hidrocarburos",1.28
11,guanajuato,2017,petroleo y petroquimica,pequeno generador,residuos solidos,lampara fluorescentes,0.05
11,guanajuato,2017,petroleo y petroquimica,pequeno generador,residuos solidos,"residuos de sustancias contaminantes (hidrocarburos, combustibles, aceites, grasas, pinturas)",1.0
11,guanajuato,2018,petrolifero,microgenerador,aceites gastados (lubricantes),aceites gastados lubricantes,0.01
11,guanajuato,2018,petrolifero,microgenerador,botes de presurizados,envases de aerosol,0.03
11,guanajuato,2018,petrolifero,microgenerador,filtro de aire o aceite contaminados,filtros de aire usados,0.02
11,guanajuato,2018,petrolifero,microgenerador,"gasolina, diesel y naftas gastados o sucios","gasolina, diesel y naftas gastados o sucios provenientes de estaciones de servicio y talleres automotrices",3.23
11,guanajuato,2018,petrolifero,microgenerador,lamparas fluorescentes y de vapor de mercurio,lamparas fluorescentes y de vapor de mercurio,0.0
11,guanajuato,2018,petrolifero,microgenerador,liquidos residuales de proceso no corrosivos,agua con hidrocaruros,1.09
11,guanajuato,2018,petrolifero,microgenerador,lodos contaminados con hidrocarburos,lodos aceitosos,9.05
11,guanajuato,2018,petrolifero,microgenerador,pilas o baterias con litio o cadmio,pilas niquel-cadmio,0.01
11,guanajuato,2018,petrolifero,microgenerador,solidos contaminados con hidrocarburos diversos,"filtros, mangueras, envases, botes, cubetas, contenedores, trapos, guantes, carton, aserrin, material absorbente,estopas y trapos impregnados con combustible, envases vacios impregnados de aceite",8.89
11,guanajuato,2018,petrolifero,microgenerador,solidos contaminados con pinturas o solventes diverso,"envases, botes, cubetas, contenedores, trapos, guantes, carton, epp, carton, envases, franelas, filtros impregnados",0.71
11,guanajuato,2018,petrolifero,microgenerador,solidos de mantenimiento impregnados con hidrocarburos,"trapos impregnados con aceite, grasas, etc. usados en la limpieza y/o revision de autos",1.52
11,guanajuato,2018,petrolifero,pequeno generador,aceites gastados (lubricantes),aceites gastados lubricantes,7.1
11,guanajuato,2018,petrolifero,pequeno generador,baterias alcalinas,pilas alcalinas,0.04
11,guanajuato,2018,petrolifero,pequeno generador,botes de presurizados,envases de aerosol,0.01
11,guanajuato,2018,petrolifero,pequeno generador,filtro de aire o aceite contaminados,filtros de aire usados,1.82
11,guanajuato,2018,petrolifero,pequeno generador,"gasolina, diesel y naftas gastados o sucios","gasolina, diesel y naftas gastados o sucios provenientes de estaciones de servicio y talleres automotrices",0.4
11,guanajuato,2018,petrolifero,pequeno generador,lamparas fluorescentes y de vapor de mercurio,lamparas fluorescentes y de vapor de mercurio,0.81
11,guanajuato,2018,petrolifero,pequeno generador,liquidos residuales de proceso no corrosivos,agua con hidrocaruros,97.8
11,guanajuato,2018,petrolifero,pequeno generador,lodos contaminados con hidrocarburos,lodos aceitosos,216.1
11,guanajuato,2018,petrolifero,pequeno generador,residuos de pinturas y esmaltes,nata de pintura,0.14
11,guanajuato,2018,petrolifero,pequeno generador,pilas o baterias con litio o cadmio,pilas niquel-cadmio,0.21
11,guanajuato,2018,petrolifero,pequeno generador,solidos contaminados con hidrocarburos diversos,"filtros, mangueras, envases, botes, cubetas, contenedores, trapos, guantes, carton, aserrin, material absorbente,estopas y trapos impregnados con combustible, envases vacios impregnados de aceite",36.4
11,guanajuato,2018,petrolero,microgenerador,aceites gastados,aceites gastados hidraulicos,0.28
11,guanajuato,2018,petrolero,microgenerador,aceites gastados,aceites gastados lubricantes,0.01
11,guanajuato,2018,petrolero,microgenerador,pinturas y productos relacionados,felpas impregnadas de pigmentos de cromo y plomo,0.01
11,guanajuato,2018,petrolero,microgenerador,pinturas y productos relacionados,residuos de pigmentos base cromo y base plomo,0.01
11,guanajuato,2018,petrolero,microgenerador,solidos,solidos con metales pesados,0.01
11,guanajuato,2018,petrolero,microgenerador,solidos,solidos de mantenimiento automotriz,0.03
11,guanajuato,2018,petrolero,microgenerador,solidos,No especificado,0.17
11,guanajuato,2019,petrolero,microgenerador,aceites gastados,aceites gastados lubricantes,5.0
11,guanajuato,2019,petrolero,microgenerador,pinturas y productos relacionados,residuos de pigmentos base cromo y base plomo,0.004
11,guanajuato,2019,petrolero,microgenerador,pinturas y productos relacionados,felpas impregnadas de pigmentos de cromo y plomo,0.003
11,guanajuato,2019,petrolero,microgenerador,solidos,solidos otros (cartuchos internos de filtros impregnados con hollín y aceite lubricante gastado.),0.002
11,guanajuato,2019,petrolero,microgenerador,solidos,solidos con metales pesados,0.003
11,guanajuato,2019,petrolero,microgenerador,solidos,solidos otros (baterias alcalinas usadas),0.002
11,guanajuato,2019,petrolero,microgenerador,solidos,solidos de mantenimiento automotriz,52.0
11,guanajuato,2019,petrolero,microgenerador,aceites gastados,hidraulicos,0.0
11,guanajuato,2019,petrolero,microgenerador,aceites gastados,lubricantes,0.0
11,guanajuato,2019,petrolero,microgenerador,pinturas y productos relacionados,"estopa, trapo, plásticos, cartón, madera, brochas, papel, cepillo, etc., impregnados con pinturas, grasas, aceites, hidrocarburos",0.0
11,guanajuato,2019,petrolero,microgenerador,pinturas y productos relacionados,residuos de pigmentos base cromo y base plomo,0.0
11,guanajuato,2019,petrolero,microgenerador,residuos solidos,con metales pesados,0.0
11,guanajuato,2019,petrolero,microgenerador,residuos solidos,de mantenimiento automotríz,0.0
11,guanajuato,2019,petrolero,microgenerador,residuos solidos,No especificado,0.0
11,guanajuato,2019,petrolifero,microgenerador,aceites gastados,lubricantes,0.0
11,guanajuato,2019,petrolifero,microgenerador,"baterias, celdas y pilas",pilas o baterias de niquel - cadmio,0.02
11,guanajuato,2019,petrolifero,microgenerador,"gasolina, diesel y naftas gastados o sucios provenientes de estaciónes de servicio y talleres automotrices","gasolina, diesel y naftas gastados o sucios provenientes de estaciones de servicio y talleres automotrices",0.0
11,guanajuato,2019,petrolifero,microgenerador,liquidos de proceso,liquidos con residuos de hidrocarburos,0.0
11,guanajuato,2019,petrolifero,microgenerador,lodos,lodos aceitosos,0.36
11,guanajuato,2019,petrolifero,microgenerador,residuos solidos,"botes o recipientes que contuvieron contaminantes diversos, latas de pintura, aerosoles",0.0
11,guanajuato,2019,petrolifero,microgenerador,residuos solidos,"estopa, trapo, plásticos, cartón, madera, brochas, papel, cepillo, etc., impregnados con pinturas, grasas, aceites, hidrocarburos",0.0
11,guanajuato,2019,petrolifero,microgenerador,residuos solidos,filtro de aire o de aceite contaminados,0.0
11,guanajuato,2019,petrolifero,microgenerador,residuos solidos,lámpara fluorescentes,0.0
11,guanajuato,2019,petrolifero,pequeno generador,aceites gastados,lubricantes,0.0
11,guanajuato,2019,petrolifero,pequeno generador,"baterias, celdas y pilas",pilas alcalinas,0.0
11,guanajuato,2019,petrolifero,pequeno generador,"baterias, celdas y pilas",pilas o baterias de niquel - cadmio,0.0
11,guanajuato,2019,petrolifero,pequeno generador,"gasolina, diesel y naftas gastados o sucios provenientes de estaciónes de servicio y talleres automotrices","gasolina, diesel y naftas gastados o sucios provenientes de estaciones de servicio y talleres automotrices",0.0
11,guanajuato,2019,petrolifero,pequeno generador,liquidos de proceso,liquidos con residuos de hidrocarburos,0.0
11,guanajuato,2019,petrolifero,pequeno generador,lodos,lodos aceitosos,0.0
11,guanajuato,2019,petrolifero,pequeno generador,pinturas y productos relacionados,"residuos de pinturas, pinturas caducadas",0.0
11,guanajuato,2019,petrolifero,pequeno generador,residuos solidos,"botes o recipientes que contuvieron contaminantes diversos, latas de pintura, aerosoles",0.0
11,guanajuato,2019,petrolifero,pequeno generador,residuos solidos,"estopa, trapo, plásticos, cartón, madera, brochas, papel, cepillo, etc., impregnados con pinturas, grasas, aceites, hidrocarburos",0.0
11,guanajuato,2019,petrolifero,pequeno generador,residuos solidos,filtro de aire o de aceite contaminados,0.0
11,guanajuato,2019,petrolifero,pequeno generador,residuos solidos,lámpara fluorescentes,0.0
11,guanajuato,2020,petrolero,microgenerador,aceites gastados,lubricantes,0.0
11,guanajuato,2020,petrolero,microgenerador,pinturas y productos relacionados,felpas impregnadas de pigmentos de cromo y plomo,0.0
11,guanajuato,2020,petrolero,microgenerador,pinturas y productos relacionados,residuos de pigmentos base cromo y base plomo,0.0
11,guanajuato,2020,petrolero,microgenerador,residuos sólidos,con metales pesados,0.0
11,guanajuato,2020,petrolero,microgenerador,residuos sólidos,de mantenimiento automotríz,0.0
11,guanajuato,2020,petrolero,microgenerador,residuos sólidos,"filtro de aire o de aceite contaminados, cartuchos de filtros impregnados de hollín o aceite lubricante gastado",0.0
11,guanajuato,2020,petrolero,microgenerador,residuos sólidos,pilas alcalinas,0.0
11,guanajuato,2020,petrolifero,microgenerador,aceites lubricantes,aceites gastados lubricantes,49788.0
11,guanajuato,2020,petrolifero,microgenerador,líquidos de proceso,aguas aceitosas,0.12
11,guanajuato,2020,petrolifero,microgenerador,"baterias, pilas y balastras","baterias, pilas y balastras",0.06
11,guanajuato,2020,petrolifero,microgenerador,"gasollina, diésel y naftas gastados","gasollina, diésel y naftas gastados",0.287
11,guanajuato,2020,petrolifero,microgenerador,lámparas fluorescentes y de vapor de mercurio,lámparas fluorescentes y de vapor de mercurio,2631.0
11,guanajuato,2020,petrolifero,microgenerador,lodos,lodos aceitosos,693997.0
11,guanajuato,2020,petrolifero,microgenerador,residuos sólidos,"estopa, trapo, plásticos, cartón, madera, brochas, papel, cepillo, etc., impregnados con pinturas, grasas, aceites, hidrocarburos",1025362.0
11,guanajuato,2020,petrolifero,pequeno generador,aceites hidraúlicos,aceites gastados hidráulicos,0.89
11,guanajuato,2020,petrolifero,pequeno generador,aceites lubricantes,aceites gastados lubricantes,174318.0
11,guanajuato,2020,petrolifero,pequeno generador,líquidos de proceso,aguas aceitosas,45.86
11,guanajuato,2020,petrolifero,pequeno generador,"baterias, pilas y balastras","baterias, pilas y balastras",0.06
11,guanajuato,2020,petrolifero,pequeno generador,"gasollina, diésel y naftas gastados","gasollina, diésel y naftas gastados",17034.0
11,guanajuato,2020,petrolifero,pequeno generador,lámparas fluorescentes y de vapor de mercurio,lámparas fluorescentes y de vapor de mercurio,20669.0
11,guanajuato,2020,petrolifero,pequeno generador,lodos,lodos aceitosos,82215.0
11,guanajuato,2020,petrolifero,pequeno generador,residuos sólidos,"estopa, trapo, plásticos, cartón, madera, brochas, papel, cepillo, etc., impregnados con pinturas, grasas, aceites, hidrocarburos",227001.0
11,guanajuato,2021,petrolero,microgenerador,residuos solidos,"de mantenimiento automotríz, mantenimiento a maquinaria o equipos",0.01
11,guanajuato,2021,petrolifero,microgenerador,aceites gastados,lubricantes,0.5
11,guanajuato,2021,petrolifero,microgenerador,"baterias, celdas y pilas","baterias, pilas y balastras",0.06
11,guanajuato,2021,petrolifero,microgenerador,"gasolina, diésel y naftas gastados o sucios provenientes de estaciones de servicio y talleres automotrices","gasolina, diesel y naftas gastados o sucios",0.29
11,guanajuato,2021,petrolifero,microgenerador,No especificado,"agua oleosa, agua contaminada",0.12
11,guanajuato,2021,petrolifero,microgenerador,residuos solidos,"estopa, trapo, plásticos, cartón, madera, brochas, papel, cepillo, etc., impregnados con pinturas, grasas, aceites, hidrocarburos",10.25
11,guanajuato,2021,petrolifero,microgenerador,residuos solidos,"lámparas fluorescentes, lámparas de vapor de mercurio",0.26
11,guanajuato,2021,petrolifero,microgenerador,lodos,lodos aceitosos,6.94
11,guanajuato,2021,petrolifero,pequeno generador,aceites gastados,hidraulicos,0.89
11,guanajuato,2021,petrolifero,pequeno generador,aceites gastados,lubricantes,17.43
11,guanajuato,2021,petrolifero,pequeno generador,"baterias, celdas y pilas","baterias, pilas y balastras",0.06
11,guanajuato,2021,petrolifero,pequeno generador,"gasolina, diésel y naftas gastados o sucios provenientes de estaciones de servicio y talleres automotrices","gasolina, diesel y naftas gastados o sucios",1.7
11,guanajuato,2021,petrolifero,pequeno generador,No especificado,"agua oleosa, agua contaminada",45.86
11,guanajuato,2021,petrolifero,pequeno generador,residuos solidos,"estopa, trapo, plásticos, cartón, madera, brochas, papel, cepillo, etc., impregnados con pinturas, grasas, aceites, hidrocarburos",22.7
11,guanajuato,2021,petrolifero,pequeno generador,residuos solidos,"lámparas fluorescentes, lámparas de vapor de mercurio",2.07
11,guanajuato,2021,petrolifero,pequeno generador,lodos,lodos aceitosos,8.22
11,guanajuato,2022,petrolífero,microgenerador,agua contaminada,"agua contaminada con hidrocarburos, combustibles, aceite o grasa",0.07
11,guanajuato,2022,petrolífero,microgenerador,lodos,lodos aceitosos,0.07
11,guanajuato,2022,petrolífero,microgenerador,residuos sólidos,"estopa, trapo, plásticos, cartón, madera, brochas, papel, cepillo, etc., impregnados con pinturas, grasas, aceites, hidrocarburos",0.02
11,guanajuato,2022,petrolífero,microgenerador,lodos,lodos aceitosos,0.03
11,guanajuato,2022,petrolífero,microgenerador,residuos sólidos,"estopa, trapo, plásticos, cartón, madera, brochas, papel, cepillo, etc., impregnados con pinturas, grasas, aceites, hidrocarburos",0.16
11,guanajuato,2022,petrolífero,microgenerador,residuos sólidos,"lámparas fluorescentes, lámparas de vapor de mercurio",0.01
11,guanajuato,2022,petrolífero,microgenerador,residuos sólidos,"estopa, trapo, plásticos, cartón, madera, brochas, papel, cepillo, etc., impregnados con pinturas, grasas, aceites, hidrocarburos",0.29
11,guanajuato,2022,petrolero,microgenerador,residuos sólidos,No especificado,0.04
11,guanajuato,2022,petrolero,microgenerador,residuos sólidos,No especificado,0.02
11,guanajuato,2022,petrolero,pequeño generador,lodos,lodos aceitosos,0.72
11,guanajuato,2022,petrolero,pequeño generador,residuos sólidos,"estopa, trapo, plásticos, cartón, madera, brochas, papel, cepillo, etc., impregnados con pinturas, grasas, aceites, hidrocarburos",0.24
11,guanajuato,2022,petrolífero,microgenerador,lodos,lodos aceitosos,0.01
11,guanajuato,2022,petrolero,microgenerador,agua contaminada,"agua contaminada con hidrocarburos, combustibles, aceite o grasa",0.01
11,guanajuato,2022,petrolero,microgenerador,"baterías, celdas y pilas","baterias, pilas y balastras",0.01
11,guanajuato,2022,petrolero,microgenerador,lodos,lodos aceitosos,0.14
11,guanajuato,2022,petrolero,microgenerador,residuos sólidos,"estopa, trapo, plásticos, cartón, madera, brochas, papel, cepillo, etc., impregnados con pinturas, grasas, aceites, hidrocarburos",0.04
11,guanajuato,2022,petrolero,microgenerador,agua contaminada,"agua contaminada con hidrocarburos, combustibles, aceite o grasa",0.09
11,guanajuato,2022,petrolero,microgenerador,"baterías, celdas y pilas","baterias, pilas y balastras",0.02
11,guanajuato,2022,petrolero,microgenerador,lodos,lodos aceitosos,0.06
11,guanajuato,2022,petrolero,microgenerador,residuos sólidos,"estopa, trapo, plásticos, cartón, madera, brochas, papel, cepillo, etc., impregnados con pinturas, grasas, aceites, hidrocarburos",0.02
11,guanajuato,2022,petrolero,microgenerador,lodos,lodos aceitosos,0.12
11,guanajuato,2022,petrolero,microgenerador,residuos sólidos,"estopa, trapo, plásticos, cartón, madera, brochas, papel, cepillo, etc., impregnados con pinturas, grasas, aceites, hidrocarburos",0.06
11,guanajuato,2022,petrolero,microgenerador,lodos,lodos aceitosos,0.04
11,guanajuato,2022,petrolero,microgenerador,residuos sólidos,"estopa, trapo, plásticos, cartón, madera, brochas, papel, cepillo, etc., impregnados con pinturas, grasas, aceites, hidrocarburos",0.07
11,guanajuato,2022,petrolero,pequeño generador,aceites gastados,lubricantes,2.04
11,guanajuato,2022,petrolero,pequeño generador,lodos,lodos aceitosos,2.67
11,guanajuato,2022,petrolero,pequeño generador,residuos sólidos,"estopa, trapo, plásticos, cartón, madera, brochas, papel, cepillo, etc., impregnados con pinturas, grasas, aceites, hidrocarburos",2.28
11,guanajuato,2022,petrolero,microgenerador,lodos,lodos aceitosos,0.09
11,guanajuato,2022,petrolero,pequeño generador,aceites gastados,lubricantes,1.51
11,guanajuato,2022,petrolero,pequeño generador,residuos sólidos,"estopa, trapo, plásticos, cartón, madera, brochas, papel, cepillo, etc., impregnados con pinturas, grasas, aceites, hidrocarburos",0.21
11,guanajuato,2022,petrolero,microgenerador,agua contaminada,"agua contaminada con hidrocarburos, combustibles, aceite o grasa",0.04
11,guanajuato,2022,petrolero,microgenerador,lodos,lodos aceitosos,0.15
11,guanajuato,2022,petrolero,microgenerador,residuos sólidos,"estopa, trapo, plásticos, cartón, madera, brochas, papel, cepillo, etc., impregnados con pinturas, grasas, aceites, hidrocarburos",0.08
11,guanajuato,2022,petrolero,pequeño generador,lodos,lodos aceitosos,0.4
11,guanajuato,2022,petrolero,pequeño generador,residuos sólidos,"estopa, trapo, plásticos, cartón, madera, brochas, papel, cepillo, etc., impregnados con pinturas, grasas, aceites, hidrocarburos",0.08
11,guanajuato,2022,petrolero,pequeño generador,residuos sólidos,"lámparas fluorescentes, lámparas de vapor de mercurio",0.04
11,guanajuato,2022,petrolero,microgenerador,lodos,lodos aceitosos,0.1
11,guanajuato,2022,petrolero,microgenerador,residuos sólidos,"estopa, trapo, plásticos, cartón, madera, brochas, papel, cepillo, etc., impregnados con pinturas, grasas, aceites, hidrocarburos",0.2
11,guanajuato,2022,petrolero,microgenerador,residuos sólidos,"estopa, trapo, plásticos, cartón, madera, brochas, papel, cepillo, etc., impregnados con pinturas, grasas, aceites, hidrocarburos",0.01
12,guerrero,2017,petrolero,microgenerador,lodos aceitosos,"con contaminacion de hidrocarburos, combustibles, aceite",1.12
12,guerrero,2017,petrolero,microgenerador,lodos aceitosos,otros lodos,2.11
12,guerrero,2017,petrolero,microgenerador,material textil,"telas, felpas, estopas",0.36
12,guerrero,2017,petrolero,microgenerador,residuos solidos,"botes o recipientes que contuvieron contaminantes diversos, latas de pintura, aerosoles",1.42
12,guerrero,2017,petrolero,microgenerador,residuos solidos,de mantenimiento automotríz,0.01
12,guerrero,2017,petrolero,microgenerador,residuos solidos,"estopa, trapo, plasticos, carton, madera, brochas, papel, cepillo, etc., impregnados con pinturas, grasas, aceites, hidrocarburos",0.01
12,guerrero,2017,petrolero,microgenerador,residuos solidos,lampara fluorescentes,0.03
12,guerrero,2017,petrolero,microgenerador,residuos solidos,"mangueras, pistolas o filtros para despacho de combustibles, descarga de contaminantes",0.03
12,guerrero,2017,petrolero,microgenerador,residuos solidos,no especificado,0.11
12,guerrero,2017,petrolero,pequeno generador,aceites gastados,lubricantes,0.3
12,guerrero,2017,petrolero,pequeno generador,lodos aceitosos,lodos procedentes de trampas de grasas e hidrocarburos,14.4
12,guerrero,2017,petrolero,pequeno generador,lodos aceitosos,"lodos residuales de proceso, de tratamiento de aguas residuales",1.2
12,guerrero,2017,petrolero,pequeno generador,lodos aceitosos,otros lodos,4.31
12,guerrero,2017,petrolero,pequeno generador,material textil,"telas, felpas, estopas",5.61
12,guerrero,2017,petrolero,pequeno generador,residuos solidos,"botes o recipientes que contuvieron contaminantes diversos, latas de pintura, aerosoles",9.6
12,guerrero,2017,petrolero,pequeno generador,residuos solidos,de mantenimiento automotríz,0.01
12,guerrero,2017,petrolero,pequeno generador,residuos solidos,"estopa, trapo, plasticos, carton, madera, brochas, papel, cepillo, etc., impregnados con pinturas, grasas, aceites, hidrocarburos",0.01
12,guerrero,2017,petrolero,pequeno generador,residuos solidos,lampara fluorescentes,0.01
12,guerrero,2018,petrolifero,microgenerador,aceites gastados (hidraulicos),aceite gastado hidraulico,0.36
12,guerrero,2018,petrolifero,microgenerador,aceites gastados (lubricantes),aceites gastados lubricantes,0.06
12,guerrero,2018,petrolifero,microgenerador,botes de presurizados,envases de aerosol,0.04
12,guerrero,2018,petrolifero,microgenerador,filtro de aire o aceite contaminados,filtros de aire usados,0.01
12,guerrero,2018,petrolifero,microgenerador,lamparas fluorescentes y de vapor de mercurio,lamparas fluorescentes y de vapor de mercurio,0.1
12,guerrero,2018,petrolifero,microgenerador,liquidos residuales de proceso no corrosivos,agua con hidrocaruros,0.02
12,guerrero,2018,petrolifero,microgenerador,lodos contaminados con hidrocarburos,lodos aceitosos,4.47
12,guerrero,2018,petrolifero,microgenerador,pilas o baterias con litio o cadmio,pilas niquel-cadmio,0.04
12,guerrero,2018,petrolifero,microgenerador,solidos contaminados con hidrocarburos diversos,"filtros, mangueras, envases, botes, cubetas, contenedores, trapos, guantes, carton, aserrin, material absorbente,estopas y trapos impregnados con combustible, envases vacios impregnados de aceite",2.85
12,guerrero,2018,petrolifero,pequeno generador,aceites gastados (hidraulicos),aceite gastado hidraulico,0.3
12,guerrero,2018,petrolifero,pequeno generador,aceites gastados (lubricantes),aceites gastados lubricantes,9.3
12,guerrero,2018,petrolifero,pequeno generador,"gasolina, diesel y naftas gastados o sucios","gasolina, diesel y naftas gastados o sucios provenientes de estaciones de servicio y talleres automotrices",0.46
12,guerrero,2018,petrolifero,pequeno generador,lamparas fluorescentes y de vapor de mercurio,lamparas fluorescentes y de vapor de mercurio,0.19
12,guerrero,2018,petrolifero,pequeno generador,lodos contaminados con hidrocarburos,lodos aceitosos,12.49
12,guerrero,2018,petrolifero,pequeno generador,lodos de tanques de almacenamiento de hidrocarburos,lodos de tanques de hidrocarburos,1.15
12,guerrero,2018,petrolifero,pequeno generador,solidos contaminados con hidrocarburos diversos,"filtros, mangueras, envases, botes, cubetas, contenedores, trapos, guantes, carton, aserrin, material absorbente,estopas y trapos impregnados con combustible, envases vacios impregnados de aceite",2.74
12,guerrero,2019,petrolifero,microgenerador,aceites gastados,hidraulicos,0.0
12,guerrero,2019,petrolifero,microgenerador,aceites gastados,lubricantes,0.0
12,guerrero,2019,petrolifero,microgenerador,"baterias, celdas y pilas",pilas o baterias de niquel - cadmio,0.0
12,guerrero,2019,petrolifero,microgenerador,liquidos de proceso,liquidos con residuos de hidrocarburos,0.0
12,guerrero,2019,petrolifero,microgenerador,lodos,lodos aceitosos,0.0
12,guerrero,2019,petrolifero,microgenerador,residuos solidos,"botes o recipientes que contuvieron contaminantes diversos, latas de pintura, aerosoles",0.0
12,guerrero,2019,petrolifero,microgenerador,residuos solidos,"estopa, trapo, plásticos, cartón, madera, brochas, papel, cepillo, etc., impregnados con pinturas, grasas, aceites, hidrocarburos",0.0
12,guerrero,2019,petrolifero,microgenerador,residuos solidos,filtro de aire o de aceite contaminados,0.0
12,guerrero,2019,petrolifero,microgenerador,residuos solidos,lámpara fluorescentes,0.0
12,guerrero,2019,petrolifero,pequeno generador,aceites gastados,hidraulicos,0.0
12,guerrero,2019,petrolifero,pequeno generador,aceites gastados,lubricantes,0.0
12,guerrero,2019,petrolifero,pequeno generador,"gasolina, diesel y naftas gastados o sucios provenientes de estaciónes de servicio y talleres automotrices","gasolina, diesel y naftas gastados o sucios provenientes de estaciones de servicio y talleres automotrices",0.0
12,guerrero,2019,petrolifero,pequeno generador,lodos,lodos aceitosos,0.0
12,guerrero,2019,petrolifero,pequeno generador,lodos,lodos procedentes de trampas de grasas e hidrocarburos,0.0
12,guerrero,2019,petrolifero,pequeno generador,residuos solidos,"estopa, trapo, plásticos, cartón, madera, brochas, papel, cepillo, etc., impregnados con pinturas, grasas, aceites, hidrocarburos",0.0
12,guerrero,2019,petrolifero,pequeno generador,residuos solidos,lámpara fluorescentes,0.0
12,guerrero,2020,petrolifero,microgenerador,aceites lubricantes,aceites gastados lubricantes,868.0
12,guerrero,2020,petrolifero,microgenerador,"gasollina, diésel y naftas gastados","gasollina, diésel y naftas gastados",3567.0
12,guerrero,2020,petrolifero,microgenerador,lámparas fluorescentes y de vapor de mercurio,lámparas fluorescentes y de vapor de mercurio,112.0
12,guerrero,2020,petrolifero,microgenerador,lodos,lodos aceitosos,88553.0
12,guerrero,2020,petrolifero,microgenerador,residuos sólidos,"estopa, trapo, plásticos, cartón, madera, brochas, papel, cepillo, etc., impregnados con pinturas, grasas, aceites, hidrocarburos",4295.0
12,guerrero,2020,petrolifero,pequeno generador,lodos,lodos aceitosos,2.585
12,guerrero,2020,petrolifero,pequeno generador,residuos sólidos,"estopa, trapo, plásticos, cartón, madera, brochas, papel, cepillo, etc., impregnados con pinturas, grasas, aceites, hidrocarburos",2.406
12,guerrero,2021,petrolifero,microgenerador,aceites gastados,lubricantes,0.09
12,guerrero,2021,petrolifero,microgenerador,"gasolina, diésel y naftas gastados o sucios provenientes de estaciones de servicio y talleres automotrices","gasolina, diesel y naftas gastados o sucios",0.04
12,guerrero,2021,petrolifero,microgenerador,residuos solidos,"estopa, trapo, plásticos, cartón, madera, brochas, papel, cepillo, etc., impregnados con pinturas, grasas, aceites, hidrocarburos",0.43
12,guerrero,2021,petrolifero,microgenerador,residuos solidos,"lámparas fluorescentes, lámparas de vapor de mercurio",0.01
12,guerrero,2021,petrolifero,microgenerador,lodos,lodos aceitosos,0.89
12,guerrero,2021,petrolifero,pequeno generador,residuos solidos,"estopa, trapo, plásticos, cartón, madera, brochas, papel, cepillo, etc., impregnados con pinturas, grasas, aceites, hidrocarburos",2.41
12,guerrero,2021,petrolifero,pequeno generador,lodos,lodos aceitosos,2.59
12,guerrero,2022,petrolífero,microgenerador,aceites gastados,lubricantes,0.01
12,guerrero,2022,petrolífero,microgenerador,"baterías, celdas y pilas","baterias, pilas y balastras",0.04
12,guerrero,2022,petrolífero,microgenerador,lodos,lodos aceitosos,0.12
12,guerrero,2022,petrolífero,microgenerador,residuos sólidos,"estopa, trapo, plásticos, cartón, madera, brochas, papel, cepillo, etc., impregnados con pinturas, grasas, aceites, hidrocarburos",0.08
12,guerrero,2022,petrolífero,pequeño generador,"gasolina, diésel y naftas gastados o sucios provenientes de estaciones de servicio y talleres automotrices","gasolina, diesel y naftas gastados o sucios",0.4
12,guerrero,2022,petrolífero,pequeño generador,lodos,lodos aceitosos,1.6
12,guerrero,2022,petrolífero,pequeño generador,residuos sólidos,"estopa, trapo, plásticos, cartón, madera, brochas, papel, cepillo, etc., impregnados con pinturas, grasas, aceites, hidrocarburos",0.6
12,guerrero,2022,petrolífero,microgenerador,lodos,lodos aceitosos,0.02
13,hidalgo,2017,petrolero,microgenerador,aceites gastados,lubricantes,0.09
13,hidalgo,2017,petrolero,microgenerador,liquidos de proceso,"agua contaminada con hidrocarburos, combustibles, aceite o grasa",0.42
13,hidalgo,2017,petrolero,microgenerador,lodos,lodos provenientes de tanques de almacenaniento,0.04
13,hidalgo,2017,petrolero,microgenerador,lodos aceitosos,"con contaminacion de hidrocarburos, combustibles, aceite",0.14
13,hidalgo,2017,petrolero,microgenerador,lodos aceitosos,lodos procedentes de trampas de grasas e hidrocarburos,0.94
13,hidalgo,2017,petrolero,microgenerador,lodos aceitosos,otros lodos,0.44
13,hidalgo,2017,petrolero,microgenerador,material textil,"telas, felpas, estopas",0.12
13,hidalgo,2017,petrolero,microgenerador,residuos solidos,"botes o recipientes que contuvieron contaminantes diversos, latas de pintura, aerosoles",0.36
13,hidalgo,2017,petrolero,microgenerador,residuos solidos,de mantenimiento automotríz,0.01
13,hidalgo,2017,petrolero,microgenerador,residuos solidos,"estopa, trapo, plasticos, carton, madera, brochas, papel, cepillo, etc., impregnados con pinturas, grasas, aceites, hidrocarburos",0.39
13,hidalgo,2017,petrolero,microgenerador,residuos solidos,lampara fluorescentes,0.04
13,hidalgo,2017,petrolero,microgenerador,residuos solidos,"mangueras, pistolas o filtros para despacho de combustibles, descarga de contaminantes",0.03
13,hidalgo,2017,petrolero,microgenerador,residuos solidos,no especificado,0.11
13,hidalgo,2017,petrolero,microgenerador,residuos solidos,No especificado,0.0
